file_id,cycle_id,i_start,i_end,t_start,t_end,n_samples,area,fs
14_aortic_normal_s1_s2_sitting_bell,1,10077,18489,0.228480725623583,0.419229024943311,8413,0.0915768338356625,44100
14_aortic_normal_s1_s2_sitting_bell,2,24568,33684,0.557074829931973,0.763786848072562,9117,0.101290410403014,44100
14_aortic_normal_s1_s2_sitting_bell,3,48202,56611,1.09299319727891,1.28367346938776,8410,0.0912863385563839,44100
14_aortic_normal_s1_s2_sitting_bell,4,62699,71811,1.42172335600907,1.62834467120181,9113,0.100958159883656,44100
14_aortic_normal_s1_s2_sitting_bell,5,86295,94693,1.95678004535147,2.14721088435374,8399,0.0912778225269353,44100
14_aortic_normal_s1_s2_sitting_bell,6,100805,109920,2.28580498866213,2.49249433106576,9116,0.101123312089518,44100
14_aortic_normal_s1_s2_sitting_bell,7,124395,132793,2.82072562358277,3.01115646258503,8399,0.0913345284852649,44100
14_aortic_normal_s1_s2_sitting_bell,8,138900,148021,3.14963718820862,3.35646258503401,9122,0.101457841929432,44100
14_aortic_normal_s1_s2_sitting_bell,9,162516,170911,3.68514739229025,3.87551020408163,8396,0.0910464683394541,44100
14_aortic_normal_s1_s2_sitting_bell,10,177014,186110,4.01390022675737,4.22015873015873,9097,0.10084820978654,44100
14_aortic_normal_s1_s2_sitting_bell,11,200613,209000,4.54902494331066,4.73920634920635,8388,0.0912812631889985,44100
