file_id,cycle_id,i_start,i_end,t_start,t_end,n_samples,area,fs
17_aortic_sys__dias_mur_sitting_bell,1,13085,20636,0.296689342403628,0.467913832199546,7552,0.0470452322873281,44100
17_aortic_sys__dias_mur_sitting_bell,2,20636,28081,0.467913832199546,0.636734693877551,7446,0.0288850736967027,44100
17_aortic_sys__dias_mur_sitting_bell,3,45170,52822,1.02424036281179,1.19775510204082,7653,0.0423466928887912,44100
17_aortic_sys__dias_mur_sitting_bell,4,77025,92008,1.74657596371882,2.08632653061224,14984,0.164965974826912,44100
17_aortic_sys__dias_mur_sitting_bell,5,108842,116050,2.46804988662132,2.63149659863946,7209,0.0380045205407427,44100
17_aortic_sys__dias_mur_sitting_bell,6,140706,147691,3.190589569161,3.34897959183673,6986,0.0316563006972392,44100
17_aortic_sys__dias_mur_sitting_bell,7,147691,156277,3.34897959183673,3.54367346938775,8587,0.0371912173347776,44100
17_aortic_sys__dias_mur_sitting_bell,8,172700,180082,3.91607709750567,4.0834693877551,7383,0.043066537628589,44100
17_aortic_sys__dias_mur_sitting_bell,9,180082,187580,4.0834693877551,4.25349206349206,7499,0.0363367747338432,44100
17_aortic_sys__dias_mur_sitting_bell,10,204503,212332,4.6372335600907,4.8147619047619,7830,0.0472183686562366,44100
