file_id,cycle_id,t_start,t_end,area,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,label
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,1,0.732947845804989,0.924240362811791,0.0892817750900444,-17.4904901910108,2.97919108132947,1.22931344890348,0.996748011216059,0.576505285821626,0.492521154417941,0.366389667649499,0.32210380385923,0.196487255042371,0.219736756792147,0.122158500367658,0.0741337124682272,0.0344828882729964,2.22723490287392,1.01863941406019,0.715450012238208,0.430550004715777,0.369458826623917,0.338301697311212,0.244314685015645,0.223770014032748,0.206528718234898,0.142451018244072,0.142181753082702,0.165158869329818,0.116013736510629,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,2,1.06875283446712,1.23628117913832,0.0744081822182229,-17.940011803408,2.57090394337299,1.17325389650515,0.924998416408386,0.612616900828272,0.49620033179186,0.355291809101574,0.305120431528895,0.247508986172204,0.231064766128879,0.178279421781481,0.148908783118888,0.0712821142525137,2.63638391952377,0.972076165681351,0.668225591215765,0.378585129267272,0.276338614225348,0.290631277663882,0.221970657024494,0.194538966032726,0.161460756655864,0.120583590428192,0.106129081702829,0.132521775736706,0.130145964360372,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,3,1.59310657596372,1.81979591836735,0.0998104690064346,-18.1893875354899,3.13583036976927,1.5057308180749,1.0193655878767,0.583543159742185,0.389884335864375,0.258179804316757,0.223982361451659,0.153835932408298,0.164969042248527,0.13119088253641,0.116000112643052,0.0548818314731294,2.28364577441169,1.26958010716806,0.748168055666359,0.29635874563994,0.252726854607985,0.271729765268063,0.24610370513458,0.24921306202593,0.207980030222243,0.187273929764904,0.188336654512598,0.173434718525241,0.153700185584209,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,4,1.93074829931973,2.09687074829932,0.0738287526908934,-17.9688218559003,2.53939844908791,0.993636991938682,0.923320624219974,0.599207082900154,0.520561879788413,0.408821830140225,0.344419400957473,0.254514305383438,0.199895836425115,0.126095816805771,0.154832570323255,0.097502790903315,2.58163805018725,0.954563342051339,0.586259845745492,0.270085462478945,0.262048118184828,0.241145092437583,0.268069875498138,0.21835525715468,0.19772261002135,0.145034819046873,0.131948969537941,0.15430164694138,0.119138975556001,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,5,2.45274376417234,2.65861678004535,0.0921121915526892,-17.968991398434,3.07711753274113,1.4403545415907,0.984918923315299,0.60604028558098,0.438216126524589,0.307190085102061,0.206299596337548,0.212627259183936,0.172306866969587,0.163465495514799,0.111347779123163,0.0879302185254774,2.14060942089258,1.14166413949482,0.8145262513727,0.448123691808754,0.350755977038419,0.317225253259064,0.22552655039482,0.249305183181452,0.143147365016878,0.175767585268034,0.0885656924235183,0.150462197031974,0.204881323660251,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,6,2.78897959183673,2.95680272108844,0.0756533151584229,-18.1513001476488,2.6686898884115,1.19784766757775,0.898462829774287,0.593060943992832,0.530896831663197,0.337750970879168,0.359511745452244,0.262348610581558,0.222068446942527,0.190129283600686,0.163474526518252,0.0652993204635158,2.35223814722406,0.974493020267204,0.725608004269918,0.3380957742441,0.299103186813868,0.27343922347007,0.305272798079923,0.208128840687414,0.178988515493155,0.178522044830658,0.0789086300324028,0.0974985038026804,0.138997281475355,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,7,3.31360544217687,3.54378684807256,0.105076561121844,-18.0040895717419,3.15222473308174,1.54431778476617,1.05982362009603,0.635044464247525,0.494511024326081,0.340350022252539,0.21702712217536,0.176882200787559,0.144709699514478,0.0941282545671917,0.069545561625296,0.104243694292154,2.04679915001351,1.13750786048806,0.82711379876405,0.504055534248105,0.371457004130908,0.292757932139577,0.2579201256247,0.242641402314611,0.219851928131051,0.150510475499244,0.127623342261937,0.152374437044099,0.124361000173708,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,8,3.65024943310658,3.81705215419501,0.0743719784766006,-18.0873534019057,2.57740595044902,1.11513516006084,0.878466663878163,0.642135526539592,0.544889070611556,0.376084970261392,0.328271326772463,0.273357673425811,0.119900310045276,0.123905918505379,0.10770679129942,0.0914604124343854,2.54796037235693,1.06003833868581,0.659127512042176,0.361607300862814,0.310729168214632,0.328924681120259,0.277003689276852,0.179866281609285,0.146415786172068,0.186867132969418,0.210042043777523,0.13467340794442,0.137557047001532,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,9,4.17365079365079,4.36965986394558,0.0860273997595997,-17.8860508848297,2.94954283661625,1.2920831558285,0.963618124513603,0.664193333237798,0.521214696943951,0.386901284379722,0.281220186907177,0.154785876497398,0.154976697946954,0.143940542160437,0.0910211673879849,0.0186774901784022,2.29945287715485,1.20210177555425,0.849942867236062,0.534241630246918,0.400273353401523,0.340088546317333,0.207030799648143,0.213002711450526,0.206547609599509,0.15231255041619,0.163923536874969,0.169969580296475,0.114739904410436,Murmur
23_pulm_eject_sys_mur__single_s2__eject_click_supine_diaph,10,4.50730158730159,4.67766439909297,0.0762482880168358,-18.2627107572863,2.66329999492132,1.24851169464352,0.935305545350521,0.596769319209454,0.43224841346507,0.348419898182296,0.23458711473148,0.254069640910899,0.230382228743001,0.154393485918979,0.0844820990873394,0.108199168096019,2.58076513650727,0.901061251315077,0.64417396557885,0.357667859280534,0.247438716513365,0.309639617119768,0.259477305995115,0.301480148090266,0.155053661202729,0.168768302222001,0.160145213419651,0.115712169133325,0.0929938173432991,Murmur
