file_id,cycle_id,t_start,t_end,area,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,label
09_apex_holo_sys_mur_supine_bell,1,0.208095238095238,0.405895691609977,0.0769744737168484,-17.8584412036812,4.14139998002279,1.44232879514878,1.11032312895445,0.477969195618011,0.288077426367207,0.0509858187094406,0.00463036097450971,-0.0670779042771821,-0.0483611564336827,-0.071756757763477,-0.0507028262246503,-0.06519956750202,2.64098238533879,1.39610269516403,0.767276650429225,0.376249711299646,0.211286977403396,0.21603138372505,0.23761300370184,0.240370349431194,0.223513468122686,0.204800506580274,0.185268460079356,0.158125458268905,0.129455323381085,Murmur
09_apex_holo_sys_mur_supine_bell,2,0.560385487528345,0.740975056689342,0.0610123145131408,-17.8566128921837,4.14507116743776,1.40554456203565,1.02565564418807,0.410653420645814,0.227145246853985,-0.00528838319005643,-0.0248793643289232,-0.0772320370585514,-0.0472095115185951,-0.0676597523200783,-0.0296933449725791,-0.0615847065500528,3.05175030688445,1.1892143552393,0.681337763331371,0.402422173778691,0.22081551287188,0.201886391650706,0.202623810103019,0.203302665116148,0.205353849911394,0.190466849556026,0.159893502796505,0.157343673857496,0.123330931096137,Murmur
09_apex_holo_sys_mur_supine_bell,3,1.15746031746032,1.36009070294785,0.078097198161686,-17.9798933240138,4.33873441499804,1.54335295407214,1.15948902382448,0.472909511800356,0.253442880375548,0.0144484509241921,-0.0282904933683726,-0.0797561247014634,-0.0478481140226835,-0.055682567587564,-0.0425438063252765,-0.0718828498757971,2.87950150072825,1.27414850294274,0.691844335800758,0.380287885228077,0.230328792807004,0.266046733548981,0.288568678402771,0.270919868690913,0.228333279149739,0.199999197692809,0.1713077417428,0.144772525260267,0.114166694265224,Murmur
09_apex_holo_sys_mur_supine_bell,4,1.49823129251701,1.68884353741497,0.0693918252634758,-17.6623468540099,3.93437860755103,1.3540107315811,1.0833465372815,0.446872018880382,0.236346628490244,-0.0183696680917711,-0.0676147592027842,-0.132834389510059,-0.096458636164616,-0.0984188432349728,-0.0664213085492778,-0.0767623286418956,2.49622722379713,1.1918884850415,0.809956855287279,0.45371962799219,0.258080888419907,0.226255777669237,0.245227954143821,0.251496926707439,0.239217206427436,0.217076264773584,0.195465657618557,0.171848036645654,0.14650153304555,Murmur
09_apex_holo_sys_mur_supine_bell,5,2.09748299319728,2.30160997732426,0.0768088119524213,-18.0157859422903,4.35789864749326,1.53758895810598,1.109339060074,0.464723872329479,0.265234459555005,0.0316652788782551,-0.0069315758193014,-0.0681333082072171,-0.0407664527139288,-0.0590445613989493,-0.0332359335150523,-0.0721159380667907,2.86289591506585,1.26715894092365,0.745460606799239,0.434055815402151,0.237230789827583,0.278882688124884,0.303114330057471,0.27381959828642,0.221865950952454,0.18140101800344,0.164113113990344,0.159605689343574,0.129494583396679,Murmur
09_apex_holo_sys_mur_supine_bell,6,2.43961451247166,2.63020408163265,0.0693770690345156,-17.6519748595412,3.92725630399774,1.35050307054496,1.08395464127797,0.450259569430647,0.238341037145237,-0.0198281193830453,-0.0700808686786931,-0.133993717514093,-0.0957103476546342,-0.0967942876906405,-0.0644866502763493,-0.0747579273967226,2.49469677148766,1.18881845678844,0.808093428943218,0.455047972254608,0.2619137156445,0.227050566182672,0.245616450641728,0.251087692429941,0.239245648985966,0.217792023030706,0.196490368730096,0.173045984069806,0.144671976028518,Murmur
09_apex_holo_sys_mur_supine_bell,7,3.03884353741497,3.24297052154195,0.0768046261286273,-18.0119843904951,4.3589134904067,1.53573876278024,1.10843560110155,0.462003306831123,0.266119303593303,0.0339376317894662,-0.00260920580737405,-0.0728082271621903,-0.0429222294660453,-0.0571066369004634,-0.0327879798539644,-0.0734249089784349,2.85705597941107,1.26933284156914,0.743578592633279,0.432962995661864,0.241576974810803,0.27838618552907,0.301755142066011,0.278004025114859,0.22081128012776,0.181512798514642,0.162679299877526,0.160240022807997,0.128574738818194,Murmur
09_apex_holo_sys_mur_supine_bell,8,3.38097505668934,3.57156462585034,0.0693797252246586,-17.6529236210131,3.92794032319493,1.35107566009054,1.08446218942159,0.448627350606722,0.238769708512518,-0.0193086309726477,-0.0680756145227323,-0.133275316042167,-0.0942526061856819,-0.0970289150079006,-0.0657980999378287,-0.075682819448716,2.49494724764163,1.1888234802842,0.809072124332416,0.458220282593047,0.262593395844031,0.226325103975455,0.246015917273071,0.251218762314335,0.239941085253733,0.217774346072264,0.195268421359647,0.171573043180309,0.145013133430646,Murmur
09_apex_holo_sys_mur_supine_bell,9,3.97791383219955,4.17995464852608,0.0733909532694756,-18.0119112309213,4.2495042963638,1.46675990478924,1.0668045123883,0.452433963553195,0.268475166285826,0.0164125475722093,-0.0179779096893352,-0.103782366509421,-0.0964261439685593,-0.0739158961939525,-0.0510661083629662,-0.0576478487063193,2.72729642995793,1.57374000255288,0.837696287947204,0.381412003260787,0.213470377734468,0.238983960215877,0.304215781500537,0.297150384258177,0.301970834097098,0.292044327161164,0.215850093187026,0.158737071223597,0.14599997642978,Murmur
09_apex_holo_sys_mur_supine_bell,10,4.33126984126984,4.5108843537415,0.0614479656768054,-18.3480236914832,4.32482622848471,1.42489336363001,1.00409914891471,0.378153160195339,0.235349286337383,0.0271683111804872,0.0150244329224792,-0.0362412550366874,-0.0102730504540697,-0.0341929143111836,-0.0300237509966582,-0.0659798809175179,3.21397391124763,1.51454133924264,0.761259151442987,0.335773390025434,0.230437407931706,0.234913342490226,0.255356151994875,0.245017843835866,0.208220544019672,0.168965066278666,0.14558880753441,0.109374618993162,0.0825490396148423,Murmur
